# These are copied from the output of the lidar_lai repository.,,,
# UTC-5,,,dimensionless
date,first_row,range,lai
2018-07-26,41,27,9.132245
2018-07-26,37,5,6.300724
2018-07-26,61,21,6.141288
2018-07-26,41,12,7.16502
2018-07-26,81,2,6.825177
2018-07-26,1,18,6.281102
2018-07-26,21,9,7.134003
2018-07-26,89,18,7.134003
2018-07-26,37,28,8.332014
2018-07-26,45,30,7.720028
2018-07-26,13,9,4.70028
2018-07-26,45,14,7.016306
2018-07-26,65,12,8.294894
2018-07-26,17,27,1.372649
2018-07-26,53,30,8.390473
2018-07-26,69,3,9.480483
2018-07-26,21,6,6.012893
2018-07-26,1,24,7.001306
2018-07-26,77,8,6.362336
2018-07-26,13,27,5.853248
2018-07-26,53,28,5.266432
2018-07-26,65,13,7.094214
2018-07-26,1,12,7.836234
2018-07-26,5,26,0.65703
2018-07-26,41,14,6.935109
2018-07-26,1,13,7.732608
2018-07-26,0,26,6.106561
2018-07-26,65,29,7.398524
2018-07-26,21,3,6.647679
2018-07-26,53,4,7.058465
2018-07-26,25,24,7.429112
2018-07-26,89,16,7.429112
2018-07-26,0,20,0
2018-07-26,73,13,7.651107
2018-07-26,77,11,6.879051
2018-07-26,69,11,8.922066
2018-07-26,1,23,6.058057
2018-07-26,49,17,6.58914
2018-07-26,29,8,6.369493
2018-07-26,73,2,7.033026
2018-07-26,25,20,7.478637
2018-07-26,29,26,8.398228
2018-07-26,81,9,7.067428
2018-07-26,17,12,5.45015
2018-07-26,41,25,6.645874
2018-07-26,25,19,7.569943
2018-07-26,0,12,1.663492
2018-07-26,81,23,7.154049
2018-07-26,29,27,7.220395
2018-07-26,37,30,8.561868
2018-07-26,77,23,5.816349
2018-07-26,29,5,6.628195
2018-07-26,73,18,6.183373
2018-07-26,89,4,6.435657
2018-07-26,53,18,7.57021
2018-07-26,57,22,6.792598
2018-07-26,69,22,8.480306
2018-07-26,41,9,6.738371
2018-07-26,5,6,4.893428
2018-07-26,41,17,8.378895
2018-07-26,0,24,4.279358
2018-07-26,29,28,7.026504
2018-07-26,65,17,5.952258
2018-07-26,53,13,7.209939
2018-07-26,21,28,7.322786
2018-07-26,69,30,6.608209
2018-07-26,21,29,4.301569
2018-07-26,69,23,3.628999
2018-07-26,41,11,5.23961
2018-07-26,81,27,7.311587
2018-07-26,65,7,1.921693
2018-07-26,61,16,5.254409
2018-07-26,49,7,8.387401
2018-07-26,9,21,7.432345
2018-07-26,13,13,3.979138
2018-07-26,89,15,5.139841
2018-07-26,73,19,6.688142
2018-07-26,53,11,7.351179
2018-07-26,45,4,7.659343
2018-07-26,17,26,2.475819
2018-07-26,77,28,7.584891
2018-07-26,65,10,7.705772
2018-07-26,49,14,6.490302
2018-07-26,17,18,7.802585
2018-07-26,37,26,8.505521
2018-07-26,17,22,7.128537
2018-07-26,69,29,5.027895
2018-07-26,85,13,8.660607
2018-07-26,49,28,6.432086
2018-07-26,45,20,7.280974
2018-07-26,77,6,7.332305
2018-07-26,57,30,7.767315
2018-07-26,57,6,7.611736
2018-07-26,65,30,7.263153
2018-07-26,1,16,7.612445
2018-07-26,13,8,5.12233
2018-07-26,29,7,5.399719
2018-07-26,69,5,8.106772
2018-07-26,37,12,7.220169
2018-07-26,49,12,6.782268
2018-07-26,53,22,5.691224
2018-07-26,5,25,2.452926
2018-07-26,53,12,7.327782
2018-07-26,77,3,7.210509
2018-07-26,1,7,5.358283
2018-07-26,81,24,6.841155
2018-07-26,77,24,5.920022
2018-07-26,21,2,4.917969
2018-07-26,73,24,5.505448
2018-07-26,61,11,6.997093
2018-07-26,77,30,4.38152
2018-07-26,5,19,7.819706
2018-07-26,81,12,5.98875
2018-07-26,45,27,8.88772
2018-07-26,21,10,4.229384
2018-07-26,77,20,7.347697
2018-07-26,89,5,7.022424
2018-07-26,69,25,8.665893
2018-07-26,29,2,4.697499
2018-07-26,0,2,2.15446
2018-07-26,13,6,3.905429
2018-07-26,69,13,5.737267
2018-07-26,5,13,6.899423
2018-07-26,81,28,7.351694
2018-07-26,49,9,7.836791
2018-07-26,77,15,5.884092
2018-07-26,65,15,7.321956
2018-07-26,9,12,5.844768
2018-07-26,85,19,7.395486
2018-07-26,5,14,2.622876
2018-07-26,45,28,6.640021
2018-07-26,25,17,6.857321
2018-07-26,9,4,6.41274
2018-07-26,29,14,7.360558
2018-07-26,73,3,7.087807
2018-07-26,21,16,4.948096
2018-07-26,61,28,7.947743
2018-07-26,25,27,6.900886
2018-07-26,37,17,4.636055
2018-07-26,9,15,8.037824
2018-07-26,73,8,5.932254
2018-07-26,69,7,6.715413
2018-07-26,53,29,6.253866
2018-07-26,53,19,7.168676
2018-07-26,73,30,6.162407
2018-07-26,13,10,4.154339
2018-07-26,89,2,7.599198
2018-07-26,0,9,4.284769
2018-07-26,45,17,6.762604
2018-07-26,21,17,8.16691
2018-07-26,69,14,9.034921
2018-07-26,57,18,7.705972
2018-07-26,37,2,5.350942
2018-07-26,53,9,6.274748
2018-07-26,37,11,7.32466
2018-07-26,69,12,7.885475
2018-07-26,89,22,7.885475
2018-07-26,77,10,2.688124
2018-07-26,9,17,7.837401
2018-07-26,9,25,7.35921
2018-07-26,69,15,6.320462
2018-07-26,65,9,9.067901
2018-07-26,5,16,8.190412
2018-07-26,65,14,6.403808
2018-07-26,57,2,5.441387
2018-07-26,13,21,8.079654
2018-07-26,1,3,4.829088
2018-07-26,69,20,7.252636
2018-07-26,1,6,5.011581
2018-07-26,0,22,7.314541
2018-07-26,37,29,7.640136
2018-07-26,73,9,7.052576
2018-07-26,85,8,7.221065
2018-07-26,49,3,5.93153
2018-07-26,85,26,8.575479
2018-07-26,45,29,7.948489
2018-07-26,13,15,5.699936
2018-07-26,29,30,8.742494
2018-07-26,45,8,7.31842
2018-07-26,89,26,6.954072
2018-07-26,1,22,5.163779
2018-07-26,73,4,3.363736
2018-07-26,85,21,5.689004
2018-07-26,73,25,8.480207
2018-07-26,85,2,7.955574
2018-07-26,69,8,6.060619
2018-07-26,85,6,8.27514
2018-07-26,21,25,2.804303
2018-07-26,69,9,7.925524
2018-07-26,1,10,3.068836
2018-07-26,0,17,6.503807
2018-07-26,81,14,6.259294
2018-07-26,61,19,8.423142
2018-07-26,61,4,6.830084
2018-07-26,29,23,7.591755
2018-07-26,89,3,6.061661
2018-07-26,25,11,6.044357
2018-07-26,41,30,5.836643
2018-07-26,49,19,8.251929
2018-07-26,29,3,4.670155
2018-07-26,9,2,5.792749
2018-07-26,77,25,6.746207
2018-07-26,1,19,6.71753
2018-07-26,73,28,8.279437
2018-07-26,49,4,7.601818
2018-07-26,85,22,8.445751
2018-07-26,85,27,6.8983
2018-07-26,13,23,7.175001
2018-07-26,0,8,6.51475
2018-07-26,53,26,7.429885
2018-07-26,57,13,6.434241
2018-07-26,41,29,8.543761
2018-07-26,85,18,7.257425
2018-07-26,45,24,6.267061
2018-07-26,21,7,5.528072
2018-07-26,9,26,7.537768
2018-07-26,81,16,8.159952
2018-07-26,17,24,7.867057
2018-07-26,65,24,5.171267
2018-07-26,41,5,6.55643
2018-07-26,77,13,4.918072
2018-07-26,65,3,6.848564
2018-07-26,89,24,5.143657
2018-07-26,29,20,5.973365
2018-07-26,85,12,6.426871
2018-07-26,13,11,6.96147
2018-07-26,5,15,7.132739
2018-07-26,13,2,6.135501
2018-07-26,81,25,5.637552
2018-07-26,81,6,6.626752
2018-07-26,49,11,6.369444
2018-07-26,9,18,6.780895
2018-07-26,17,13,5.473424
2018-07-26,37,10,6.936858
2018-07-26,21,11,6.000608
2018-07-26,17,4,5.728093
2018-07-26,81,11,9.318698
2018-07-26,73,16,8.138526
2018-07-26,21,5,5.30593
2018-07-26,53,17,6.433614
2018-07-26,37,19,7.976115
2018-07-26,81,4,7.205486
2018-07-26,69,27,6.90685
2018-07-26,37,23,8.66979
2018-07-26,29,10,6.567241
2018-07-26,73,11,8.036673
2018-07-26,25,9,5.502978
2018-07-26,49,16,7.40372
2018-07-26,49,23,7.021823
2018-07-26,89,19,7.021823
2018-07-26,69,6,6.438949
2018-07-26,21,22,8.494347
2018-07-26,89,29,8.279354
2018-07-26,1,26,8.434823
2018-07-26,61,18,7.281563
2018-07-26,57,29,7.067546
2018-07-26,53,8,6.14063
2018-07-26,73,20,5.683677
2018-07-26,77,9,6.476127
2018-07-26,57,14,7.571869
2018-07-26,25,25,7.073412
2018-07-26,41,7,7.096416
2018-07-26,25,2,5.318013
2018-07-26,85,3,3.817483
2018-07-26,81,5,6.445472
2018-07-26,89,11,6.177185
2018-07-26,25,28,6.07796
2018-07-26,13,4,6.302309
2018-07-26,25,22,5.396369
2018-07-26,17,21,7.796219
2018-07-26,65,22,7.347323
2018-07-26,73,14,7.465818
2018-07-26,85,7,4.238259
2018-07-26,41,24,8.566293
2018-07-26,5,2,1.208316
2018-07-26,1,17,7.816025
2018-07-26,85,30,6.778502
2018-07-26,89,21,5.8923
2018-07-26,21,23,6.500869
2018-07-26,17,8,5.580748
2018-07-26,41,3,6.16039
2018-07-26,29,24,7.795534
2018-07-26,13,12,5.170682
2018-07-26,53,16,6.802466
2018-07-26,61,24,5.54436
2018-07-26,13,26,7.556157
2018-07-26,57,16,8.341103
2018-07-26,53,6,6.455869
2018-07-26,49,5,6.599132
2018-07-26,49,15,7.109285
2018-07-26,41,6,6.521806
2018-07-26,29,18,7.409055
2018-07-26,1,8,6.684831
2018-07-26,5,8,6.693055
2018-07-26,9,22,4.736169
2018-07-26,9,5,5.789942
2018-07-26,13,29,6.9449
2018-07-26,65,18,6.869826
2018-07-26,53,21,7.83375
2018-07-26,53,25,6.010536
2018-07-26,29,15,6.841639
2018-07-26,57,11,7.577287
2018-07-26,0,25,7.994338
2018-07-26,89,6,7.005329
2018-07-26,5,3,5.070545
2018-07-26,81,20,6.746988
2018-07-26,69,17,3.463466
2018-07-26,29,16,7.677859
2018-07-26,89,7,8.017986
2018-07-26,37,18,5.877281
2018-07-26,21,20,7.505207
2018-07-26,85,15,6.104983
2018-07-26,89,25,7.277541
2018-07-26,81,17,10.108867
2018-07-26,69,19,5.260433
2018-07-26,61,30,5.561401
2018-07-26,69,18,5.561401
2018-07-26,77,27,6.74207
2018-07-26,49,21,7.400353
2018-07-26,45,9,5.38221
2018-07-26,25,23,7.605249
2018-07-26,77,4,8.010876
2018-07-26,37,16,6.086039
2018-07-26,81,7,7.179388
2018-07-26,45,3,6.867218
2018-07-26,25,5,4.509901
2018-07-26,45,13,7.518635
2018-07-26,37,13,8.074562
2018-07-26,49,22,7.583497
2018-07-26,73,27,7.419899
2018-07-26,13,19,7.743959
2018-07-26,57,4,7.504663
2018-07-26,0,21,6.037066
2018-07-26,65,16,8.388106
2018-07-26,85,11,8.211684
2018-07-26,61,25,6.699046
2018-07-26,61,5,7.360627
2018-07-26,73,15,7.528155
2018-07-26,45,12,9.608002
2018-07-26,17,19,7.859111
2018-07-26,41,28,6.99802
2018-07-26,65,5,6.118571
2018-07-26,65,23,5.52933
2018-07-26,89,17,5.487699
2018-07-26,5,20,7.43871
2018-07-26,45,26,7.387536
2018-07-26,0,3,1.461712
2018-07-26,1,14,2.200441
2018-07-26,61,6,6.497635
2018-07-26,89,14,7.60611
2018-07-26,69,21,6.700958
2018-07-26,81,18,4.464635
2018-07-26,37,21,9.156118
2018-07-26,21,8,5.81315
2018-07-26,25,26,5.974047
2018-07-26,81,13,6.973051
2018-07-26,77,16,7.073822
2018-07-26,73,5,8.928576
2018-07-26,65,21,6.383541
2018-07-26,53,7,6.936703
2018-07-26,81,29,9.38975
2018-07-26,73,6,9.38975
2018-07-26,1,25,6.555185
2018-07-26,41,2,7.066755
2018-07-26,29,29,7.435393
2018-07-26,25,30,8.423712
2018-07-26,37,25,6.307346
2018-07-26,21,30,8.104634
2018-07-26,17,25,7.197317
2018-07-26,17,7,6.071641
2018-07-26,17,15,7.259853
2018-07-26,29,25,7.837687
2018-07-26,5,9,6.741292
2018-07-26,81,3,7.810588
2018-07-26,45,10,8.216262
2018-07-26,73,7,8.216262
2018-07-26,89,9,8.18884
2018-07-26,21,26,8.211163
2018-07-26,17,2,5.787336
2018-07-26,13,3,4.498777
2018-07-26,53,10,6.318059
2018-07-26,0,23,7.589626
2018-07-26,17,30,7.584921
2018-07-26,65,11,6.315883
2018-07-26,1,11,6.671158
2018-07-26,9,24,6.19158
2018-07-26,77,22,6.141473
2018-07-26,49,2,7.480016
2018-07-26,9,9,6.390677
2018-07-26,61,14,7.723496
2018-07-26,0,5,0.790202
2018-07-26,13,22,8.488436
2018-07-26,57,28,6.976316
2018-07-26,77,26,6.928501
2018-07-26,85,28,8.110416
2018-07-26,41,21,7.789899
2018-07-26,25,29,2.50382
2018-07-26,53,3,6.145524
2018-07-26,57,24,5.670301
2018-07-26,1,15,5.760782
2018-07-26,61,8,8.521312
2018-07-26,49,8,7.135357
2018-07-26,57,3,7.077636
2018-07-26,13,17,7.764399
2018-07-26,81,22,4.762352
2018-07-26,85,9,9.274117
2018-07-26,21,18,7.018086
2018-07-26,73,22,6.131579
2018-07-26,17,17,7.447342
2018-07-26,77,18,5.78943
2018-07-26,21,13,2.98996
2018-07-26,57,12,6.900819
2018-07-26,45,16,7.113534
2018-07-26,49,13,8.003363
2018-07-26,89,8,8.51943
2018-07-26,69,4,5.706108
2018-07-26,17,14,6.335338
2018-07-26,69,16,6.996653
2018-07-26,89,23,0.308286
2018-07-26,9,13,6.446607
2018-07-26,29,4,6.959767
2018-07-26,33,30,8.747877
2018-07-26,41,4,7.681767
2018-07-26,85,20,6.099376
2018-07-26,69,26,7.296486
2018-07-26,53,5,6.677358
2018-07-26,61,20,7.976893
2018-07-26,49,26,9.042188
2018-07-26,49,29,7.589943
2018-07-26,61,22,7.685534
2018-07-26,13,18,6.454758
2018-07-26,69,24,7.787048
2018-07-26,21,4,5.637568
2018-07-26,5,7,4.034777
2018-07-26,49,25,5.719707
2018-07-26,37,3,4.905563
2018-07-26,13,24,6.715827
2018-07-26,81,21,8.039547
2018-07-26,45,19,5.587497
2018-07-26,5,10,5.784874
2018-07-26,37,20,6.112863
2018-07-26,49,10,6.268099
2018-07-26,77,14,5.617789
2018-07-26,25,6,6.363238
2018-07-26,13,5,3.91148
2018-07-26,73,23,3.294084
2018-07-26,73,26,3.322712
2018-07-26,65,25,7.094536
2018-07-26,5,17,7.100347
2018-07-26,41,19,4.621674
2018-07-26,53,24,6.958747
2018-07-26,0,16,6.211624
2018-07-26,13,16,7.235102
2018-07-26,85,16,7.218965
2018-07-26,89,20,5.731301
2018-07-26,85,24,2.808408
2018-07-26,85,29,6.512016
2018-07-26,25,10,5.455221
2018-07-26,57,20,5.766196
2018-07-26,1,2,5.980545
2018-07-26,61,2,4.422264
2018-07-26,65,28,7.788792
2018-07-26,53,14,8.277339
2018-07-26,57,21,7.321681
2018-07-26,41,23,7.420063
2018-07-26,17,6,5.347696
2018-07-26,49,20,6.485533
2018-07-26,13,7,5.076089
2018-07-26,17,28,4.100334
2018-07-26,77,5,6.076388
2018-07-26,81,26,6.590709
2018-07-26,25,3,6.259702
2018-07-26,57,15,7.611577
2018-07-26,53,15,6.949979
2018-07-26,89,30,6.890986
2018-07-26,13,14,6.598705
2018-07-26,29,11,5.624132
2018-07-26,65,4,6.673627
2018-07-26,21,19,7.912537
2018-07-26,1,21,7.075415
2018-07-26,25,13,4.089311
2018-07-26,29,21,3.906064
2018-07-26,61,29,6.581099
2018-07-26,61,13,8.588979
2018-07-26,17,11,6.217511
2018-07-26,73,29,6.157386
2018-07-26,0,10,1.856275
2018-07-26,17,16,6.430359
2018-07-26,37,14,8.417501
2018-07-26,49,24,6.713028
2018-07-27,101,28,9.097169
2018-07-27,121,6,7.506383
2018-07-27,109,24,7.946329
2018-07-27,129,23,6.622463
2018-07-27,125,2,6.800643
2018-07-27,141,13,5.529739
2018-07-27,121,15,5.260072
2018-07-27,121,7,7.318051
2018-07-27,145,25,4.935067
2018-07-27,109,22,6.124981
2018-07-27,125,13,2.192089
2018-07-27,145,29,4.943091
2018-07-27,117,11,7.110556
2018-07-27,129,19,7.768374
2018-07-27,121,17,6.670849
2018-07-27,121,13,6.65499
2018-07-27,101,11,7.110771
2018-07-27,97,27,7.078591
2018-07-27,137,15,5.699819
2018-07-27,137,8,4.015557
2018-07-27,97,11,8.428085
2018-07-27,129,7,7.741835
2018-07-27,101,23,7.218729
2018-07-27,101,19,7.947869
2018-07-27,125,7,6.458685
2018-07-27,97,14,7.602065
2018-07-27,129,9,9.891284
2018-07-27,133,11,6.962589
2018-07-27,141,21,6.001269
2018-07-27,109,9,7.466468
2018-07-27,145,22,2.906105
2018-07-27,117,18,5.970537
2018-07-27,105,26,8.319262
2018-07-27,97,3,7.183906
2018-07-27,145,26,5.046955
2018-07-27,125,14,8.06082
2018-07-27,109,30,8.153888
2018-07-27,137,17,5.344897
2018-07-27,101,14,6.416927
2018-07-27,145,20,1.557518
2018-07-27,141,16,5.941349
2018-07-27,109,16,7.553797
2018-07-27,125,16,7.166894
2018-07-27,121,28,8.620305
2018-07-27,105,21,6.441691
2018-07-27,93,23,6.222163
2018-07-27,93,10,7.938948
2018-07-27,117,20,6.066757
2018-07-27,101,12,7.177839
2018-07-27,101,7,8.052095
2018-07-27,101,2,7.808497
2018-07-27,125,12,6.422946
2018-07-27,121,8,8.701017
2018-07-27,113,22,6.184076
2018-07-27,109,29,6.923301
2018-07-27,121,9,6.805279
2018-07-27,121,22,9.120628
2018-07-27,129,12,9.344028
2018-07-27,105,14,7.516069
2018-07-27,133,28,9.551269
2018-07-27,125,27,8.827315
2018-07-27,97,25,6.794462
2018-07-27,125,24,6.695005
2018-07-27,121,25,7.324375
2018-07-27,113,25,7.333618
2018-07-27,137,30,5.302506
2018-07-27,133,15,7.171955
2018-07-27,109,3,7.058225
2018-07-27,113,26,7.623679
2018-07-27,113,11,7.738518
2018-07-27,141,26,7.32068
2018-07-27,109,14,6.778501
2018-07-27,97,5,7.384028
2018-07-27,129,26,7.792
2018-07-27,97,13,6.059419
2018-07-27,133,12,3.63459
2018-07-27,109,15,6.59528
2018-07-27,105,11,7.893396
2018-07-27,101,8,7.545818
2018-07-27,133,6,4.729621
2018-07-27,113,17,7.641536
2018-07-27,129,8,8.494001
2018-07-27,141,22,6.848835
2018-07-27,97,10,5.992288
2018-07-27,117,6,7.952641
2018-07-27,145,30,1.908208
2018-07-27,129,13,8.092921
2018-07-27,133,14,8.580439
2018-07-27,125,28,5.591613
2018-07-27,137,11,7.049138
2018-07-27,141,10,7.048416
2018-07-27,97,18,7.328586
2018-07-27,117,25,5.92154
2018-07-27,93,22,6.01531
2018-07-27,133,19,7.014931
2018-07-27,129,5,7.186311
2018-07-27,101,25,9.413409
2018-07-27,109,18,6.155854
2018-07-27,113,20,7.429076
2018-07-27,97,8,6.065328
2018-07-27,125,30,7.546547
2018-07-27,93,21,6.811496
2018-07-27,141,12,6.942503
2018-07-27,113,3,7.02483
2018-07-27,141,23,6.506516
2018-07-27,125,17,6.800379
2018-07-27,101,29,9.38148
2018-07-27,137,22,6.413513
2018-07-27,145,7,5.075983
2018-07-27,109,23,5.87112
2018-07-27,113,6,2.961184
2018-07-27,105,16,5.082286
2018-07-27,145,24,4.741573
2018-07-27,105,30,7.522624
2018-07-27,97,4,5.47221
2018-07-27,141,9,8.164144
2018-07-27,113,14,6.843202
2018-07-27,129,16,6.90494
2018-07-27,125,3,6.478261
2018-07-27,97,23,7.655729
2018-07-27,105,9,7.256357
2018-07-27,109,19,6.656702
2018-07-27,105,13,7.253553
2018-07-27,141,14,5.321359
2018-07-27,129,15,7.309181
2018-07-27,125,29,7.532855
2018-07-27,129,14,6.550263
2018-07-27,113,16,6.844437
2018-07-27,113,9,9.258599
2018-07-27,101,18,3.856205
2018-07-27,145,15,1.259102
2018-07-27,97,16,6.559412
2018-07-27,145,18,1.462876
2018-07-27,129,25,7.922083
2018-07-27,93,5,8.811472
2018-07-27,97,7,5.391348
2018-07-27,105,17,6.714345
2018-07-27,117,12,8.458512
2018-07-27,109,11,6.882393
2018-07-27,109,25,6.214892
2018-07-27,129,4,7.352698
2018-07-27,105,27,8.622233
2018-07-27,117,13,6.906706
2018-07-27,109,5,4.191513
2018-07-27,129,10,4.290238
2018-07-27,101,27,8.038879
2018-07-27,133,21,6.708952
2018-07-27,141,15,5.701073
2018-07-27,133,30,6.267025
2018-07-27,105,6,6.416163
2018-07-27,117,9,7.090514
2018-07-27,133,18,7.763359
2018-07-27,113,24,5.677474
2018-07-27,117,27,7.591115
2018-07-27,141,6,6.484731
2018-07-27,129,30,7.364061
2018-07-27,97,15,7.516594
2018-07-27,117,28,8.804895
2018-07-27,125,23,6.445622
2018-07-27,93,26,8.847282
2018-07-27,125,19,5.690329
2018-07-27,133,27,7.500607
2018-07-27,141,27,7.308276
2018-07-27,93,17,6.836332
2018-07-27,109,20,6.080391
2018-07-27,113,4,8.646707
2018-07-27,113,5,5.928745
2018-07-27,137,3,6.761264
2018-07-27,133,29,9.023199
2018-07-27,145,21,0.828773
2018-07-27,93,7,6.887942
2018-07-27,117,29,8.457338
2018-07-27,105,8,6.649055
2018-07-27,133,20,7.30251
2018-07-27,137,6,6.383016
2018-07-27,137,13,6.485833
2018-07-27,145,6,5.839071
2018-07-27,133,7,6.791247
2018-07-27,105,12,5.497916
2018-07-27,101,21,9.066221
2018-07-27,113,18,6.153274
2018-07-27,129,20,6.18826
2018-07-27,101,24,6.748783
2018-07-27,105,3,8.833637
2018-07-27,141,19,6.201975
2018-07-27,93,29,7.123641
2018-07-27,129,27,9.563331
2018-07-27,101,20,7.099406
2018-07-27,141,7,6.332259
2018-07-27,93,25,6.995358
2018-07-27,97,2,6.733243
2018-07-27,137,24,5.509272
2018-07-27,133,23,3.297633
2018-07-27,105,10,5.946908
2018-07-27,105,24,5.77416
2018-07-27,105,22,7.162709
2018-07-27,133,24,6.20232
2018-07-27,145,5,5.890308
2018-07-27,141,18,5.398361
2018-07-27,101,15,6.951142
2018-07-27,113,27,7.861734
2018-07-27,133,26,9.267628
2018-07-27,113,8,7.818078
2018-07-27,109,21,6.300291
2018-07-27,145,12,1.333312
2018-07-27,121,27,8.536036
2018-07-27,93,24,6.835433
2018-07-27,97,21,7.035405
2018-07-27,145,3,0.907178
2018-07-27,145,10,2.113574
2018-07-27,97,6,8.662062
2018-07-27,133,9,8.113635
2018-07-27,93,16,6.045055
2018-07-27,141,17,5.392882
2018-07-27,97,26,7.957476
2018-07-27,145,11,3.189282
2018-07-27,117,17,7.956991
2018-07-27,129,24,6.641006
2018-07-27,121,23,6.671708
2018-07-27,117,10,7.014148
2018-07-27,137,4,7.0747
2018-07-27,125,9,6.269379
2018-07-27,117,16,7.414769
2018-07-27,101,22,6.768812
2018-07-27,121,29,7.120121
2018-07-27,141,25,8.104204
2018-07-27,117,21,6.079594
2018-07-27,133,4,5.666069
2018-07-27,93,11,5.544498
2018-07-27,93,18,6.346896
2018-07-27,109,6,6.167671
2018-07-27,113,19,7.146695
2018-07-27,133,25,5.669784
2018-07-27,105,7,6.438866
2018-07-27,97,19,5.722784
2018-07-27,133,3,5.342113
2018-07-27,141,28,8.574924
2018-07-27,145,8,3.600499
2018-07-27,125,8,8.297872
2018-07-27,129,6,5.538166
2018-07-27,137,25,5.717869
2018-07-27,141,5,5.972463
2018-07-27,137,27,8.357535
2018-07-27,121,18,5.471605
2018-07-27,125,21,6.385331
2018-07-27,105,5,7.663354
2018-07-27,121,12,6.362695
2018-07-27,93,20,7.208354
2018-07-27,145,4,1.926711
2018-07-27,109,13,8.108986
2018-07-27,105,25,6.352308
2018-07-27,125,22,6.698858
2018-07-27,97,22,5.820546
2018-07-27,121,11,8.129806
2018-07-27,93,19,6.106555
2018-07-27,109,10,7.362071
2018-07-27,117,14,7.290971
2018-07-27,145,28,4.570621
2018-07-27,109,7,6.776518
2018-07-27,137,29,6.843223
2018-07-27,117,4,7.101243
2018-07-27,137,9,7.297902
2018-07-27,121,20,5.908368
2018-07-27,145,16,2.285703
2018-07-27,117,7,6.893323
2018-07-27,117,19,6.657518
2018-07-27,145,13,1.009863
2018-07-27,145,19,1.145987
2018-07-27,101,9,7.253214
2018-07-27,109,27,7.427975
2018-07-27,141,30,1.892386
2018-07-27,93,6,6.79742
2018-07-27,101,3,7.015631
2018-07-27,137,28,8.016954
2018-07-27,109,8,7.429876
2018-07-27,93,27,7.819692
2018-07-27,105,2,5.705516
2018-07-27,113,10,7.333293
2018-07-27,113,28,8.437046
2018-07-27,113,12,6.313667
2018-07-27,97,28,7.071552
2018-07-27,101,4,7.977274
2018-07-27,97,12,6.35754
2018-07-27,129,28,8.696566
2018-07-27,137,10,5.566443
2018-07-27,137,7,5.247834
2018-07-27,97,24,5.076072
2018-07-27,129,29,7.068507
2018-07-27,121,10,7.253694
2018-07-27,145,17,1.909162
2018-07-27,145,2,1.453805
2018-07-27,117,15,6.068779
2018-07-27,113,7,6.491049
2018-07-27,117,23,5.372308
2018-07-27,129,3,7.932465
2018-07-27,109,12,7.019656
2018-07-27,145,14,1.004779
2018-07-27,137,26,7.514409
2018-07-27,133,10,6.270608
2018-07-27,125,5,5.438109
2018-07-27,105,15,7.360974
2018-07-27,93,28,8.617821
2018-07-27,125,26,9.286116
2018-07-27,145,27,3.625976
2018-07-27,141,2,2.421939
2018-07-27,133,22,5.825317
2018-07-27,121,3,5.947134
2018-07-27,121,16,6.124389
2018-07-27,93,14,8.681739
2018-07-27,129,11,8.583307
2018-07-27,97,30,8.287876
2018-07-27,105,18,7.765337
2018-07-27,129,21,5.532337
2018-07-27,121,14,7.247941
2018-07-27,141,29,7.178833
2018-07-27,121,26,8.409215
2018-07-27,121,24,6.514994
2018-07-27,141,20,5.003716
2018-07-27,93,8,7.70323
2018-07-27,121,2,6.669719
2018-07-27,101,30,6.003389
2018-07-27,137,14,5.058639
2018-07-27,93,3,6.526295
2018-07-27,97,29,7.459641
2018-07-27,121,21,5.669661
2018-07-27,113,2,7.083859
2018-07-27,113,15,6.416405
2018-07-27,125,18,6.713296
2018-07-27,101,13,6.340621
2018-07-27,137,19,5.561767
2018-07-27,133,2,2.705944
2018-07-27,133,16,7.927061
2018-07-27,129,17,7.309882
2018-07-27,97,17,8.806029
2018-07-27,137,16,6.481181
2018-07-27,141,24,6.379433
2018-07-27,133,8,8.688945
2018-07-27,125,4,6.741356
2018-07-27,141,8,6.985069
2018-07-27,109,28,8.508549
2018-07-27,141,4,5.523484
2018-07-27,141,3,5.197634
2018-07-27,137,2,7.101264
2018-07-27,141,11,4.947118
2018-07-27,93,13,8.61598
2018-07-27,137,18,5.940813
2018-07-27,137,5,6.274483
2018-07-27,129,22,6.393277
2018-07-27,133,17,7.753377
2018-07-27,121,19,5.19548
2018-07-27,117,3,8.287891
2018-07-27,129,2,7.570314
2018-07-27,145,23,1.686855
2018-07-27,101,17,6.616746
2018-07-27,125,6,5.970416
2018-07-27,113,21,6.634802
2018-07-27,125,25,7.297827
2018-07-27,137,12,4.725314
2018-07-27,133,5,7.560638
2018-07-27,101,26,8.017165
2018-07-27,133,13,5.397357
2018-07-27,105,23,6.871688
2018-07-27,93,30,6.55032
2018-07-27,121,5,6.34706
2018-07-27,93,15,7.017848
2018-07-27,101,6,6.707961
2018-07-27,117,8,8.360503
2018-07-27,109,17,7.461672
2018-07-27,125,10,7.048454
2018-07-27,109,2,7.078187
2018-07-27,105,20,8.877289
2018-07-27,109,4,7.376728
2018-07-27,113,30,7.620792
2018-07-27,105,29,7.157909
2018-07-27,97,20,4.571711
2018-07-27,137,21,5.302244
2018-07-27,105,28,8.337427
2018-07-27,93,9,9.953086
2018-07-27,105,4,8.400239
2018-07-27,101,16,6.932726
2018-07-27,117,5,7.197135
2018-07-27,125,11,8.979173
