plot_id,row,range,y,x,z
101.13A,101,13,40.06242892,-88.20591387,605.74987
101.14A,101,14,40.06247096,-88.20591329,605.8578
101.15A,101,15,40.06251114,-88.20591316,605.83098
101.16A,101,16,40.06255322,-88.20591415,605.65335
101.17A,101,17,40.06259416,-88.20591366,605.43201
101.18A,101,18,40.06263507,-88.20591357,605.21344
101.19A,101,19,40.06267596,-88.20591394,604.97354
101.20A,101,20,40.06271677,-88.2059131,604.68302
101.21A,101,21,40.0627583,-88.20591405,604.38811
101.22A,101,22,40.06280091,-88.2059127,604.10497
101.23A,101,23,40.06284138,-88.20591325,604.04559
101.24A,101,24,40.0628845,-88.20591325,604.00011
101.25A,101,25,40.06292423,-88.20591327,604.03775
101.26A,101,26,40.06296897,-88.20591332,603.9444
105.01A,105,1,40.06193866,-88.20587718,604.02134
105.02A,105,2,40.06197903,-88.20587678,603.99521
105.03A,105,3,40.06202007,-88.20587665,604.11575
105.04A,105,4,40.06206115,-88.20587681,604.09317
105.05A,105,5,40.06210351,-88.20587645,604.24976
105.06A,105,6,40.06214316,-88.20587704,604.28379
105.07A,105,7,40.06218573,-88.20587674,604.46234
105.08A,105,8,40.0622273,-88.20587626,604.74231
105.09A,105,9,40.06226856,-88.20587618,605.13733
105.10A,105,10,40.06230771,-88.20587651,605.46129
105.11A,105,11,40.06234984,-88.20587578,605.69375
105.12A,105,12,40.06239091,-88.20587685,605.77451
105.13A,105,13,40.06243194,-88.2058769,605.86671
105.14A,105,14,40.0624735,-88.20587631,606.00357
105.15A,105,15,40.06251371,-88.20587544,605.94853
105.16A,105,16,40.06255231,-88.20587612,605.75135
105.17A,105,17,40.06259595,-88.20587655,605.5043
105.18A,105,18,40.06263677,-88.20587676,605.23284
105.19A,105,19,40.0626783,-88.20587599,604.86604
105.20A,105,20,40.06272061,-88.20587668,604.64615
105.21A,105,21,40.06276059,-88.20587685,604.38719
105.22A,105,22,40.06280217,-88.20587615,604.19091
105.23A,105,23,40.06284339,-88.20587719,604.10406
105.24A,105,24,40.06288442,-88.20587742,603.97427
105.25A,105,25,40.06288421,-88.20587741,604.01727
105.26A,105,26,40.06296866,-88.2058762,603.95024
109.01A,109,1,40.06193649,-88.20584246,604.02197
109.02A,109,2,40.06197733,-88.20584125,604.05907
109.03A,109,3,40.06201723,-88.20584183,604.05272
109.04A,109,4,40.0620168,-88.20584193,604.02908
109.05A,109,5,40.06205925,-88.20584125,604.12083
109.06A,109,6,40.06210072,-88.20584225,604.27491
109.07A,109,7,40.06218381,-88.2058421,604.5703
109.08A,109,8,40.06222526,-88.20584267,604.84835
109.09A,109,9,40.06226541,-88.20584234,605.25521
109.10A,109,10,40.0623071,-88.20584188,605.62006
109.11A,109,11,40.06234714,-88.20584226,605.75318
109.12A,109,12,40.06238873,-88.2058416,605.828
109.13A,109,13,40.0624288,-88.20584252,605.99985
109.14A,109,14,40.06247139,-88.20584183,605.99876
109.15A,109,15,40.06251183,-88.20584208,605.88807
109.16A,109,16,40.06255187,-88.20584163,605.61094
109.17A,109,17,40.06259353,-88.20584213,605.4242
109.18A,109,18,40.06263493,-88.20584213,605.04182
109.19A,109,19,40.06267572,-88.2058416,604.8135
109.20A,109,20,40.06271807,-88.20584229,604.57601
109.21A,109,21,40.06275816,-88.20584244,604.22107
109.22A,109,22,40.06280503,-88.20584222,604.03743
109.23A,109,23,40.06284281,-88.20584222,603.97501
109.24A,109,24,40.0628845,-88.20584204,603.88272
109.25A,109,25,40.06292409,-88.20584157,603.89146
109.26A,109,26,40.06296597,-88.20584199,603.85426
113.01A,113,1,40.06193723,-88.20580571,604.15869
113.02A,113,2,40.06197872,-88.20580494,604.10292
113.03A,113,3,40.06201767,-88.20580566,604.16775
113.04A,113,4,40.06206101,-88.20580563,604.20092
113.05A,113,5,40.06210222,-88.20580561,604.28275
113.06A,113,6,40.0621441,-88.20580619,604.36501
113.07A,113,7,40.06218602,-88.2058061,604.57821
113.08A,113,8,40.0622245,-88.20580554,604.79893
113.09A,113,9,40.06226774,-88.20580531,605.17114
113.10A,113,10,40.06230715,-88.20580503,605.5744
113.11A,113,11,40.06234777,-88.20580568,605.74884
113.12A,113,12,40.06238811,-88.20580563,605.90027
113.13A,113,13,40.06243028,-88.2057961,606.17425
113.14A,113,14,40.06247238,-88.20580587,605.9939
113.15A,113,15,40.06251454,-88.20580564,605.74197
113.16A,113,16,40.06255431,-88.20580563,605.48655
113.17A,113,17,40.06259508,-88.2058055,605.2022
113.18A,113,18,40.06263609,-88.2058053,604.94151
113.19A,113,19,40.06267737,-88.20580527,604.70103
113.20A,113,20,40.06271805,-88.20580587,604.41277
113.21A,113,21,40.06276085,-88.20580526,604.1565
113.22A,113,22,40.06280288,-88.20580508,604.06861
113.23A,113,23,40.06284463,-88.20580466,603.94675
113.24A,113,24,40.06288585,-88.20580524,603.93677
113.25A,113,25,40.06292779,-88.20580466,603.90494
113.26A,113,26,40.06296899,-88.20580485,603.88201
117.01A,117,1,40.06193609,-88.20577091,604.19431
117.02A,117,2,40.06197566,-88.20577091,604.23068
117.03A,117,3,40.06201751,-88.20577023,604.25809
117.04A,117,4,40.06205801,-88.2057709,604.29
117.05A,117,5,40.06210132,-88.20577096,604.37934
117.06A,117,6,40.06214027,-88.20577134,604.58063
117.07A,117,7,40.06218238,-88.20577052,604.75929
117.08A,117,8,40.06222467,-88.20577171,604.9882
117.09A,117,9,40.06226437,-88.20577114,605.32053
117.10A,117,10,40.06230659,-88.2057705,605.6663
117.11A,117,11,40.06234658,-88.20577061,605.82615
117.12A,117,12,40.06238805,-88.20577066,605.85231
117.13A,117,13,40.06242925,-88.20577081,605.94864
117.14A,117,14,40.06247217,-88.20577063,605.93249
117.15A,117,15,40.06251146,-88.20577056,605.76618
117.16A,117,16,40.06255272,-88.20577054,605.43994
117.17A,117,17,40.06259403,-88.2057706,605.07442
117.18A,117,18,40.06263466,-88.20577042,604.7853
117.19A,117,19,40.0626763,-88.20576995,604.66027
117.20A,117,20,40.06271725,-88.20577042,604.40012
117.21A,117,21,40.06275888,-88.20577064,604.16566
117.22A,117,22,40.06280177,-88.20577109,604.02541
117.23A,117,23,40.06284268,-88.20577036,604.03294
117.24A,117,24,40.06288598,-88.20577061,604.0045
117.25A,117,25,40.06292492,-88.20577099,604.07675
117.26A,117,26,40.06296664,-88.20577005,604.0061
121.01A,121,1,40.061938,-88.20573394,604.33634
121.02A,121,2,40.06197898,-88.20573338,604.3655
121.03A,121,3,40.06201965,-88.20573323,604.40566
121.04A,121,4,40.06206133,-88.20573333,604.46946
121.05A,121,5,40.06210227,-88.20573308,604.57809
121.06A,121,6,40.06214165,-88.20573351,604.58674
121.07A,121,7,40.06218564,-88.20573372,604.74256
121.08A,121,8,40.0622263,-88.20573326,605.02288
121.09A,121,9,40.06226598,-88.20573308,605.40088
121.10A,121,10,40.06230794,-88.20573428,605.76654
121.11A,121,11,40.06234811,-88.20573346,605.813
121.12A,121,12,40.0623899,-88.20573381,605.89182
121.13A,121,13,40.06243106,-88.20573364,605.85602
121.14A,121,14,40.06247252,-88.20573327,605.78041
121.15A,121,15,40.0625127,-88.20573409,605.56517
121.16A,121,16,40.06255281,-88.20573335,605.22367
121.17A,121,17,40.06259606,-88.20573413,604.92131
121.18A,121,18,40.06263786,-88.20573356,604.65933
121.19A,121,19,40.0626794,-88.20573371,604.42092
121.20A,121,20,40.06271901,-88.20573424,604.29946
121.21A,121,21,40.06276043,-88.2057339,604.06776
121.22A,121,22,40.06280136,-88.20573391,604.04605
121.23A,121,23,40.06284239,-88.20573368,604.00116
121.24A,121,24,40.06288531,-88.20573342,604.05312
121.25A,121,25,40.0629262,-88.20573439,604.00651
121.26A,121,26,40.0629694,-88.20573417,603.99923
125.01A,125,1,40.06193656,-88.20570036,604.4118
125.02A,125,2,40.06197702,-88.20569878,604.51885
125.03A,125,3,40.06201696,-88.20569892,604.43018
125.04A,125,4,40.06205842,-88.20569909,604.47732
125.05A,125,5,40.06210077,-88.20569931,604.51058
125.06A,125,6,40.0621419,-88.20569872,604.60413
125.07A,125,7,40.0621827,-88.20569858,604.81504
125.08A,125,8,40.06222464,-88.20569901,605.06197
125.09A,125,9,40.06226462,-88.20569908,605.38168
125.10A,125,10,40.06230577,-88.20569942,605.67979
125.11A,125,11,40.06234713,-88.20569896,605.77393
125.12A,125,12,40.06238827,-88.20569877,605.76385
125.13A,125,13,40.06242956,-88.20569894,605.75431
125.14A,125,14,40.06247115,-88.20569866,605.60733
125.15A,125,15,40.06251223,-88.20569899,605.39752
125.16A,125,16,40.06255279,-88.20569903,605.03312
125.17A,125,17,40.06259403,-88.20569899,604.74803
125.18A,125,18,40.06263592,-88.2056988,604.50373
125.19A,125,19,40.06267602,-88.20569895,604.28979
125.20A,125,20,40.06271717,-88.20569848,604.15277
125.21A,125,21,40.06275903,-88.20569913,603.92438
125.22A,125,22,40.06280036,-88.20569896,604.13338
125.23A,125,23,40.06284174,-88.20569948,603.95316
125.24A,125,24,40.06288512,-88.20569968,603.92677
125.25A,125,25,40.06292427,-88.20569911,603.97865
125.26A,125,26,40.062966,-88.20569937,603.95383
129.01A,129,1,40.06193922,-88.20566247,604.59752
129.02A,129,2,40.06197822,-88.20566212,604.56721
129.03A,129,3,40.06202032,-88.20566254,604.56093
129.04A,129,4,40.06206102,-88.20566224,604.69253
129.05A,129,5,40.06210235,-88.20566274,604.75503
129.06A,129,6,40.06214495,-88.20566218,604.77376
129.07A,129,7,40.06218455,-88.20566306,604.88813
129.08A,129,8,40.0622259,-88.20566248,605.12961
129.09A,129,9,40.0622661,-88.20566232,605.45597
129.10A,129,10,40.06231039,-88.20566222,605.74557
129.11A,129,11,40.06235061,-88.20566223,605.7482
129.12A,129,12,40.06238954,-88.20566255,605.68492
129.13A,129,13,40.06243402,-88.20566175,605.50106
129.14A,129,14,40.06247326,-88.20566229,605.32205
129.15A,129,15,40.06251507,-88.20566298,605.05163
129.16A,129,16,40.06255516,-88.20566223,604.77734
129.17A,129,17,40.06259724,-88.20566181,604.50692
129.18A,129,18,40.06263648,-88.205662,604.34014
129.19A,129,19,40.06268005,-88.20566211,604.22302
129.20A,129,20,40.06271976,-88.20566176,604.0496
129.21A,129,21,40.06276044,-88.20566245,604.07889
129.22A,129,22,40.06280153,-88.2056615,604.05872
129.23A,129,23,40.06284398,-88.20566167,604.16322
129.24A,129,24,40.06288577,-88.20566199,604.16456
129.25A,129,25,40.06292657,-88.20566198,604.23524
129.26A,129,26,40.06296927,-88.20566163,604.11451
133.01A,133,1,40.06193738,-88.20562875,604.76808
133.02A,133,2,40.06197781,-88.20562804,604.75671
133.03A,133,3,40.06201775,-88.20562766,604.751
133.04A,133,4,40.06205822,-88.20562783,604.69799
133.05A,133,5,40.0621003,-88.20562818,604.74046
133.06A,133,6,40.06214277,-88.20562753,604.84012
133.07A,133,7,40.06218452,-88.20562757,604.94066
133.08A,133,8,40.06222541,-88.20562823,605.16006
133.09A,133,9,40.06226534,-88.20562744,605.44533
133.10A,133,10,40.06230659,-88.2056278,605.64946
133.11A,133,11,40.06234724,-88.20562793,605.60869
133.12A,133,12,40.06238839,-88.20562748,605.52284
133.13A,133,13,40.06242864,-88.20562765,605.38821
133.14A,133,14,40.06247001,-88.20562815,605.18161
133.15A,133,15,40.06251187,-88.20562774,604.94961
133.16A,133,16,40.06255321,-88.20562779,604.72655
133.17A,133,17,40.06259462,-88.20562785,604.48577
133.18A,133,18,40.06263491,-88.20562755,604.31973
133.19A,133,19,40.06267699,-88.20562807,604.24347
133.20A,133,20,40.06271688,-88.20562789,604.20939
133.21A,133,21,40.06275885,-88.20562752,604.11768
133.22A,133,22,40.06280207,-88.20562775,604.11761
133.23A,133,23,40.06284466,-88.20562807,604.18162
133.24A,133,24,40.06288602,-88.20562721,604.14298
133.25A,133,25,40.0629243,-88.20562711,604.24009
133.26A,133,26,40.06296592,-88.20562833,604.10756
137.01A,137,1,40.06193708,-88.20559101,604.9573
137.02A,137,2,40.06197664,-88.20559059,604.93651
137.03A,137,3,40.06201902,-88.20559148,604.871
137.04A,137,4,40.06205814,-88.20559098,604.90944
137.05A,137,5,40.06210141,-88.20559035,605.03684
137.06A,137,6,40.06214435,-88.20559073,605.00297
137.07A,137,7,40.06218313,-88.205591,605.13721
137.08A,137,8,40.06222634,-88.20559088,605.2736
137.09A,137,9,40.06226618,-88.20559077,605.44807
137.10A,137,10,40.06230761,-88.20559072,605.62521
137.11A,137,11,40.06234867,-88.20559089,605.52381
137.12A,137,12,40.06238913,-88.20559071,605.39305
137.13A,137,13,40.06243059,-88.20559043,605.15699
137.14A,137,14,40.06247026,-88.20559101,604.92424
137.15A,137,15,40.06251444,-88.20559074,604.64835
137.16A,137,16,40.06255425,-88.2055908,604.45401
137.17A,137,17,40.06259607,-88.20559107,604.26469
137.18A,137,18,40.06263722,-88.20559077,604.22458
137.19A,137,19,40.06267889,-88.20559044,604.19957
137.20A,137,20,40.06271979,-88.20559013,604.20021
137.21A,137,21,40.06276104,-88.20559205,604.02198
137.22A,137,22,40.06280288,-88.20559104,604.15691
137.23A,137,23,40.06284402,-88.20559069,604.33945
137.24A,137,24,40.06288697,-88.20559024,604.35837
137.25A,137,25,40.06292767,-88.20559064,604.32888
137.26A,137,26,40.0629678,-88.20559054,604.20858
141.01A,141,1,40.06193447,-88.20555642,605.01067
141.02A,141,2,40.06197677,-88.20555669,605.04546
141.03A,141,3,40.06201782,-88.20555653,604.99405
141.04A,141,4,40.06205873,-88.20555675,605.09638
141.05A,141,5,40.0621021,-88.20555651,605.08603
141.06A,141,6,40.06214141,-88.20555669,605.11289
141.07A,141,7,40.06218351,-88.20555631,605.16413
141.08A,141,8,40.06222388,-88.20555627,605.19447
141.09A,141,9,40.06226522,-88.20555717,605.36747
141.10A,141,10,40.06230571,-88.20555637,605.48221
141.11A,141,11,40.0623478,-88.20555627,605.28657
141.12A,141,12,40.06238828,-88.20555694,605.147
141.13A,141,13,40.06242829,-88.20555667,604.96004
141.14A,141,14,40.0624699,-88.20555665,604.73492
141.15A,141,15,40.06251237,-88.20555677,604.56445
141.16A,141,16,40.06255283,-88.20555556,604.39139
141.17A,141,17,40.06259476,-88.20555637,604.28211
141.18A,141,18,40.0626351,-88.20555596,604.31885
141.19A,141,19,40.06267886,-88.20555655,604.32682
141.20A,141,20,40.06271801,-88.20555617,604.38693
141.21A,141,21,40.06275919,-88.20555604,604.31996
141.22A,141,22,40.06280202,-88.20555606,604.46162
141.23A,141,23,40.06284138,-88.20555615,604.51248
141.24A,141,24,40.06288615,-88.20555736,604.45696
141.25A,141,25,40.06292315,-88.2055564,604.52566
141.26A,141,26,40.06296605,-88.20555652,604.31745
145.01A,145,1,40.06193917,-88.20551886,605.49251
145.02A,145,2,40.06197985,-88.20551942,605.16978
145.03A,145,3,40.06202019,-88.20551986,605.15806
145.04A,145,4,40.06206188,-88.20551987,605.22982
145.05A,145,5,40.06210125,-88.20551939,605.17164
145.06A,145,6,40.06214288,-88.2055194,605.17152
145.07A,145,7,40.06218537,-88.20551956,605.18366
145.08A,145,8,40.0622254,-88.20551964,605.20316
145.09A,145,9,40.0622672,-88.20551887,605.36598
145.10A,145,10,40.06230803,-88.20551912,605.37935
145.11A,145,11,40.06234815,-88.2055187,605.19513
145.12A,145,12,40.06238973,-88.20551939,605.06676
145.13A,145,13,40.06242909,-88.20551927,604.84724
145.14A,145,14,40.06247214,-88.20551914,604.60968
145.15A,145,15,40.0625119,-88.20551948,604.4443
145.16A,145,16,40.0625564,-88.20551942,604.34984
145.17A,145,17,40.06259523,-88.20551922,604.32831
145.18A,145,18,40.06263856,-88.20551947,604.37921
145.19A,145,19,40.06267975,-88.20551919,604.41199
145.20A,145,20,40.06271742,-88.20551923,604.45158
145.21A,145,21,40.06276095,-88.20551976,604.39594
145.22A,145,22,40.06280176,-88.20552002,604.47798
145.23A,145,23,40.06284199,-88.20551983,604.4503
145.24A,145,24,40.0628839,-88.20551915,604.5694
145.25A,145,25,40.06292561,-88.2055193,604.56016
145.26A,145,26,40.06296954,-88.20551886,604.41612
149.01A,149,1,40.06193654,-88.20548473,605.49236
149.02A,149,2,40.06197721,-88.20548448,605.44747
149.03A,149,3,40.06201711,-88.2054847,605.39198
149.04A,149,4,40.06205834,-88.20548356,605.44115
149.05A,149,5,40.06210016,-88.20548513,605.37913
149.06A,149,6,40.06214161,-88.20548541,605.36622
149.07A,149,7,40.0621824,-88.20548464,605.27842
149.08A,149,8,40.06222398,-88.20548448,605.29016
149.09A,149,9,40.06226471,-88.2054836,605.37964
149.10A,149,10,40.06230639,-88.20548421,605.39125
149.11A,149,11,40.06234681,-88.20548488,605.21221
149.12A,149,12,40.06238814,-88.20548418,605.03395
149.13A,149,13,40.06242893,-88.20548485,604.83725
149.14A,149,14,40.06247227,-88.205485,604.57411
149.15A,149,15,40.06251196,-88.20548453,604.47734
149.16A,149,16,40.06255277,-88.20548465,604.44124
149.17A,149,17,40.06259369,-88.20548376,604.56305
149.18A,149,18,40.06263585,-88.20548495,604.73726
149.19A,149,19,40.06267694,-88.20548489,604.75492
149.20A,149,20,40.06271775,-88.20548421,604.93146
149.21A,149,21,40.06275895,-88.20548517,604.87436
149.22A,149,22,40.06280197,-88.20548517,604.79078
149.23A,149,23,40.06284229,-88.20548515,604.88436
149.24A,149,24,40.06288539,-88.20548479,604.90935
149.25A,149,25,40.06292346,-88.20548485,604.97802
149.26A,149,26,40.06296632,-88.20548522,604.75735
153.01A,153,1,40.06193574,-88.20544766,605.47839
153.02A,153,2,40.06197965,-88.20544755,605.48578
153.03A,153,3,40.06202007,-88.20544744,605.37087
153.04A,153,4,40.06206201,-88.20544803,605.37435
153.05A,153,5,40.06210322,-88.20544758,605.3622
153.06A,153,6,40.06214342,-88.20544785,605.28437
153.07A,153,7,40.06218289,-88.20544826,605.2459
153.08A,153,8,40.06222458,-88.20544811,605.42228
153.09A,153,9,40.06226658,-88.20544809,605.45216
153.10A,153,10,40.0623091,-88.20544808,605.44481
153.11A,153,11,40.06234731,-88.20544704,605.23628
153.12A,153,12,40.06239048,-88.20544822,605.0351
153.13A,153,13,40.0624315,-88.20544751,604.88302
153.14A,153,14,40.06247381,-88.20544781,604.68572
153.15A,153,15,40.0625147,-88.2054474,604.65547
153.16A,153,16,40.06255602,-88.20544808,604.65758
153.17A,153,17,40.06259544,-88.20544777,604.80169
153.18A,153,18,40.06263737,-88.20544823,604.97329
153.19A,153,19,40.06267867,-88.20544719,605.01404
153.20A,153,20,40.06272098,-88.20544832,605.09368
153.21A,153,21,40.06276073,-88.20544786,605.11723
153.22A,153,22,40.06280277,-88.205447,605.01948
153.23A,153,23,40.06284389,-88.20544808,605.15234
153.24A,153,24,40.06288464,-88.20544798,605.13899
153.25A,153,25,40.06292566,-88.20544819,605.16814
153.26A,153,26,40.0629676,-88.20544757,604.94194
157.01A,157,1,40.06193666,-88.20541423,605.6491
157.02A,157,2,40.06197654,-88.20541271,605.61892
157.03A,157,3,40.06201738,-88.20541328,605.46548
157.04A,157,4,40.06205721,-88.20541274,605.38598
157.05A,157,5,40.06210064,-88.20541322,605.38116
157.06A,157,6,40.06214138,-88.20541326,605.25094
157.07A,157,7,40.06218324,-88.20541317,605.11274
157.08A,157,8,40.06222351,-88.20541319,605.06178
157.09A,157,9,40.0622643,-88.20541347,605.09093
157.010A,157,1,40.06230591,-88.20541408,605.06424
157.011A,157,1,40.06234839,-88.20541323,604.91668
157.012A,157,1,40.06238843,-88.2054132,604.77267
157.013A,157,1,40.0624301,-88.20541269,604.61694
157.014A,157,1,40.06247148,-88.20541392,604.43622
157.15A,157,15,40.06251203,-88.2054132,604.52308
157.16A,157,16,40.06255321,-88.2054137,604.62343
157.17A,157,17,40.06259443,-88.20541265,604.77286
157.18A,157,18,40.06263531,-88.20541375,604.9194
157.19A,157,19,40.06267736,-88.20541358,604.97828
157.20A,157,20,40.06271816,-88.20541334,605.02922
157.21A,157,21,40.06276011,-88.20541354,605.02737
157.22A,157,22,40.06280082,-88.20541299,605.01246
157.23A,157,23,40.06284236,-88.20541331,605.05302
157.24A,157,24,40.0628848,-88.20541279,605.15465
157.25A,157,25,40.06292383,-88.20541361,605.18083
157.26A,157,26,40.06296441,-88.20541304,604.93505
165.01A,165,1,40.06193701,-88.20534338,605.96881
165.02A,165,2,40.06197783,-88.2053426,605.86527
165.03A,165,3,40.06201801,-88.20534145,605.77935
165.04A,165,4,40.06206159,-88.20534235,605.66685
165.05A,165,5,40.06210128,-88.20534241,605.44484
165.06A,165,6,40.06214175,-88.2053431,605.2736
165.07A,165,7,40.06218405,-88.20534259,605.13655
165.08A,165,8,40.06222504,-88.20534141,605.03264
165.09A,165,9,40.06226597,-88.20534168,605.04428
165.10A,165,10,40.06230692,-88.2053427,604.92209
165.11A,165,11,40.06234891,-88.20534259,604.72802
165.12A,165,12,40.06238948,-88.20534267,604.63749
165.13A,165,13,40.0624308,-88.20534265,604.54634
165.14A,165,14,40.06247114,-88.20534263,604.53801
165.15A,165,15,40.06251507,-88.20534269,604.69363
165.16A,165,16,40.06255536,-88.20534218,604.85437
165.17A,165,17,40.06259595,-88.20534221,605.04986
165.18A,165,18,40.06263709,-88.20534259,605.21719
165.19A,165,19,40.06267711,-88.20534306,605.22563
165.20A,165,20,40.06271888,-88.20534234,605.38266
165.21A,165,21,40.0627604,-88.2053426,605.37678
165.22A,165,22,40.06280186,-88.20534213,605.35681
165.23A,165,23,40.06284337,-88.20534267,605.3937
165.24A,165,24,40.06288622,-88.20534158,605.44698
165.25A,165,25,40.062925,-88.20534254,605.44891
165.26A,165,26,40.06296592,-88.2053419,605.21167
