"TOA5","CR1000XSeries_1","CR1000X","8302","CR1000X.Std.02.00","CPU:LineQuantum.CR1X","16901","Quantum"
"TIMESTAMP","RECORD","BattV_Min","PanelT","PPF1_Avg","PPF2_Avg","PPF3_Avg","PPF4_Avg","PPF5_Avg","PPF_above_Avg"
"TS","RN","","","","","","","",""
"","","Min","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-08-20 13:30:15",104,13.3292,28.90228,1428.594,1768.809,1781.095,1880.583,1033.526,1899.386
"2020-08-20 13:30:15.5",105,13.32925,28.9025,1430.772,1766.3,1775.926,1878.584,1033.096,1899.652
"2020-08-20 13:30:16",106,13.32924,28.90277,1431.547,1767.585,1776.895,1873.451,1030.822,1894.256
"2020-08-20 13:30:16.5",107,13.32915,28.90335,1429.322,1763.735,1773.162,1869.333,1029.563,1891.723
"2020-08-20 13:30:17",108,13.32915,28.90359,1426.875,1752.858,1763.812,1859.328,1023.684,1880.178
"2020-08-20 13:30:17.5",109,13.32918,28.90384,1418.664,1742.283,1752.978,1851.251,1019.985,1865.868
"2020-08-20 13:30:18",110,13.32913,28.90417,1411.036,1731.437,1744.918,1833.31,1012.157,1858.351
"2020-08-20 13:30:18.5",111,13.32932,28.90436,1397.22,1713.897,1720.396,1812.417,1000.788,1826.307
"2020-08-20 13:30:19",112,13.32918,28.90488,1375.332,1684.161,1691.82,1782.373,986.528,1804.025
"2020-08-20 13:30:19.5",113,13.32904,28.90497,1350.78,1656.226,1668.814,1758.322,972.3312,1777.036
"2020-08-20 13:30:20",114,13.32913,28.90512,1332.458,1633.401,1645.478,1735.622,966.0622,1760.988
"2020-08-20 13:30:20.5",115,13.32927,28.90543,1324.186,1625.565,1639.352,1728,962.4579,1751.308
"2020-08-20 13:30:21",116,13.32919,28.90585,1318.161,1616.283,1630.172,1721.156,957.9005,1738.023
"2020-08-20 13:30:21.5",117,13.32917,28.90625,1314.157,1606.831,1620.635,1714.251,955.1759,1736.266
"2020-08-20 13:30:22",118,13.32924,28.9064,1311.314,1593.053,1605.46,1699.199,947.7787,1719.407
"2020-08-20 13:30:22.5",119,13.32902,28.90662,1295.534,1562.624,1572.433,1659.912,928.6848,1679.174
"2020-08-20 13:30:23",120,13.32911,28.90704,1269.15,1517.953,1528.521,1615.837,906.3669,1636.297
"2020-08-20 13:30:23.5",121,13.32918,28.90747,1226.669,1475.422,1485.007,1565.211,884.1581,1587.305
"2020-08-20 13:30:24",122,13.32545,28.90753,1176.621,1429.751,1440.921,1519.896,861.7672,1539.106
"2020-08-20 13:30:24.5",123,13.3255,28.90817,1125.75,1374.011,1380.167,1455.559,832.7282,1476.044
"2020-08-20 13:30:25",124,13.32537,28.90823,1073.614,1308.12,1320.728,1392.127,803.7413,1415.615
"2020-08-20 13:30:25.5",125,13.32538,28.90881,1020.913,1253.721,1267.161,1340.548,780.7357,1370.549
"2020-08-20 13:30:26",126,13.32528,28.909,985.0671,1215.473,1234.895,1308.772,764.9294,1339.03
"2020-08-20 13:30:26.5",127,13.32515,28.90924,961.694,1190.94,1213.183,1286.954,756.1541,1319.708
"2020-08-20 13:30:27",128,13.32912,28.90955,954.899,1186.741,1211.493,1291.695,760.9119,1330.949
