DATE,OBSERVER,SPECIES,PLOT,SIDE,WIDTH,N_OBSERVATION,Duration
N/A,Matt,ZM,1,N/A,16.11,D,4:53
N/A,Matt,ZM,1,N/A,14.24,E,4:53
N/A,Matt,ZM,1,N/A,16.58,F,4:53
N/A,Matt,ZM,1,N/A,20.92,A,4:53
N/A,Matt,ZM,1,N/A,19.74,B,4:53
N/A,Matt,ZM,1,N/A,14.87,C,4:53
N/A,Matt,ZM,1,N/A,15.54,D,4:53
N/A,Matt,ZM,1,N/A,18.82,E,4:53
N/A,Matt,ZM,1,N/A,14.82,F,4:53
N/A,Matt,ZM,2,N/A,22.87,A,4:53
N/A,Matt,ZM,2,N/A,19.85,B,4:53
N/A,Matt,ZM,2,N/A,17.03,C,4:53
N/A,Matt,ZM,2,N/A,24.93,D,4:53
N/A,Matt,ZM,2,N/A,20.15,E,4:53
N/A,Matt,ZM,2,N/A,20.04,F,4:53
N/A,Matt,ZM,2,N/A,21.68,A,4:53
N/A,Matt,ZM,2,N/A,18.64,B,4:53
N/A,Matt,ZM,2,N/A,22.98,C,4:53
N/A,Matt,ZM,2,N/A,24.98,D,4:53
N/A,Matt,ZM,2,N/A,19.22,E,4:53
N/A,Matt,ZM,2,N/A,18.03,F,4:53
N/A,Matt,ZM,3,N/A,19.77,A,4:53
N/A,Matt,ZM,3,N/A,26.62,B,4:53
N/A,Matt,ZM,3,N/A,20.7,C,4:53
N/A,Matt,ZM,3,N/A,18.4,D,4:53
N/A,Matt,ZM,3,N/A,3.7,E,4:53
N/A,Matt,ZM,3,N/A,19.95,F,4:53
N/A,Matt,ZM,3,N/A,22.05,A,4:53
N/A,Matt,ZM,3,N/A,20.58,B,4:53
N/A,Matt,ZM,3,N/A,21.07,C,4:53
N/A,Matt,ZM,3,N/A,22.17,D,4:53
N/A,Matt,ZM,3,N/A,25.98,E,4:53
N/A,Matt,ZM,3,N/A,25.13,F,4:53
N/A,Matt,ZM,4,N/A,14.45,A,4:53
N/A,Matt,ZM,4,N/A,23.38,B,4:53
N/A,Matt,ZM,4,N/A,15.83,C,4:53
N/A,Matt,ZM,4,N/A,22.46,D,4:53
N/A,Matt,ZM,4,N/A,19.51,E,4:53
N/A,Matt,ZM,4,N/A,18.07,F,4:53
N/A,Matt,ZM,4,N/A,21.42,A,4:53
N/A,Matt,ZM,4,N/A,18.56,B,4:53
N/A,Matt,ZM,4,N/A,20.35,C,4:53
N/A,Matt,ZM,4,N/A,20.35,D,4:53
N/A,Matt,ZM,4,N/A,21.27,E,4:53
N/A,Matt,ZM,4,N/A,18.77,F,4:53
N/A,Matt,ZM,5,N/A,19.66,A,4:53
N/A,Matt,ZM,5,N/A,22.88,B,4:53
N/A,Matt,ZM,5,N/A,23.93,C,4:53
N/A,Matt,ZM,5,N/A,18.67,D,4:53
N/A,Matt,ZM,5,N/A,20.21,E,4:53
N/A,Matt,ZM,5,N/A,24.46,F,4:53
N/A,Matt,ZM,5,N/A,20.01,A,4:53
N/A,Matt,ZM,5,N/A,23.37,B,4:53
N/A,Matt,ZM,5,N/A,21.24,C,4:53
N/A,Matt,ZM,5,N/A,20.44,D,4:53
N/A,Matt,ZM,5,N/A,22.67,E,4:53
N/A,Matt,ZM,5,N/A,7.55,F,4:53
N/A,Taylor,BC,1,N/A,8.27,A,6:14
N/A,Taylor,BC,1,N/A,8.94,B,6:14
N/A,Taylor,BC,1,N/A,11.26,C,6:14
N/A,Taylor,BC,1,N/A,9.08,D,6:14
N/A,Taylor,BC,1,N/A,9.35,E,6:14
N/A,Taylor,BC,1,N/A,11.91,F,6:14
N/A,Taylor,BC,1,N/A,8.98,A,6:14
N/A,Taylor,BC,1,N/A,13.38,B,6:14
N/A,Taylor,BC,1,N/A,12.9,C,6:14
N/A,Taylor,BC,1,N/A,10.43,D,6:14
N/A,Taylor,BC,1,N/A,11.27,E,6:14
N/A,Taylor,BC,1,N/A,11.19,F,6:14
N/A,Taylor,BC,2,N/A,13.63,A,6:14
N/A,Taylor,BC,2,N/A,20.7,B,6:14
N/A,Taylor,BC,2,N/A,19.47,C,6:14
N/A,Taylor,BC,2,N/A,4.8,D,6:14
N/A,Taylor,BC,2,N/A,16.8,E,6:14
N/A,Taylor,BC,2,N/A,20.23,F,6:14
N/A,Taylor,BC,2,N/A,18.03,A,6:14
N/A,Taylor,BC,2,N/A,12.98,B,6:14
N/A,Taylor,BC,2,N/A,17.7,C,6:14
N/A,Taylor,BC,2,N/A,18.66,D,6:14
N/A,Taylor,BC,2,N/A,16.39,E,6:14
N/A,Taylor,BC,2,N/A,17.85,F,6:14
N/A,Taylor,BC,3,N/A,13.52,A,6:14
N/A,Taylor,BC,3,N/A,9.04,B,6:14
N/A,Taylor,BC,3,N/A,14.74,C,6:14
N/A,Taylor,BC,3,N/A,18.22,D,6:14
N/A,Taylor,BC,3,N/A,17.49,E,6:14
N/A,Taylor,BC,3,N/A,17.01,F,6:14
N/A,Taylor,BC,3,N/A,10.9,A,6:14
N/A,Taylor,BC,3,N/A,12.74,B,6:14
N/A,Taylor,BC,3,N/A,9.55,C,6:14
N/A,Taylor,BC,3,N/A,13.26,D,6:14
N/A,Taylor,BC,3,N/A,10.61,E,6:14
N/A,Taylor,BC,3,N/A,10.45,F,6:14
N/A,Taylor,BC,4,N/A,18.48,A,6:14
N/A,Taylor,BC,4,N/A,13.9,B,6:14
N/A,Taylor,BC,4,N/A,13.31,C,6:14
N/A,Taylor,BC,4,N/A,19.02,D,6:14
N/A,Taylor,BC,4,N/A,21.36,E,6:14
N/A,Taylor,BC,4,N/A,14.78,F,6:14
N/A,Taylor,BC,4,N/A,12.74,A,6:14
N/A,Taylor,BC,4,N/A,18.05,B,6:14
N/A,Taylor,BC,4,N/A,14.92,C,6:14
N/A,Taylor,BC,4,N/A,18.07,D,6:14
N/A,Taylor,BC,4,N/A,15.71,E,6:14
N/A,Taylor,BC,4,N/A,15.13,F,6:14
N/A,Taylor,BC,5,N/A,17.14,A,6:14
N/A,Taylor,BC,5,N/A,9.3,B,6:14
N/A,Taylor,BC,5,N/A,19.58,C,6:14
N/A,Taylor,BC,5,N/A,19.36,D,6:14
N/A,Taylor,BC,5,N/A,9.13,E,6:14
N/A,Taylor,BC,5,N/A,14.95,F,6:14
N/A,Taylor,BC,5,N/A,15.4,A,6:14
N/A,Taylor,BC,5,N/A,12.28,B,6:14
N/A,Taylor,BC,5,N/A,17.84,C,6:14
N/A,Taylor,BC,5,N/A,18.43,D,6:14
N/A,Taylor,BC,5,N/A,15.65,E,6:14
N/A,Taylor,BC,5,N/A,18.13,F,6:14
N/A,Taylor,ZM,1,N/A,18.26,A,6:13
N/A,Taylor,ZM,1,N/A,19.24,B,6:13
N/A,Taylor,ZM,1,N/A,14.38,C,6:13
N/A,Taylor,ZM,1,N/A,18.33,D,6:13
N/A,Taylor,ZM,1,N/A,17.22,E,6:13
N/A,Taylor,ZM,1,N/A,16.6,F,6:13
N/A,Taylor,ZM,1,N/A,18.27,A,6:13
N/A,Taylor,ZM,1,N/A,15.06,B,6:13
N/A,Taylor,ZM,1,N/A,16.25,C,6:13
N/A,Taylor,ZM,1,N/A,17.98,D,6:13
N/A,Taylor,ZM,1,N/A,14.65,E,6:13
N/A,Taylor,ZM,1,N/A,17.49,F,6:13
N/A,Taylor,ZM,2,N/A,22.48,A,6:13
N/A,Taylor,ZM,2,N/A,19.58,B,6:13
N/A,Taylor,ZM,2,N/A,22.14,C,6:13
N/A,Taylor,ZM,2,N/A,18.93,D,6:13
N/A,Taylor,ZM,2,N/A,24.44,E,6:13
N/A,Taylor,ZM,2,N/A,21.5,F,6:13
N/A,Taylor,ZM,2,N/A,25.65,A,6:13
N/A,Taylor,ZM,2,N/A,21.24,B,6:13
N/A,Taylor,ZM,2,N/A,22.36,C,6:13
N/A,Taylor,ZM,2,N/A,21.58,D,6:13
N/A,Taylor,ZM,2,N/A,22.96,E,6:13
N/A,Taylor,ZM,3,N/A,24.14,A,6:13
N/A,Taylor,ZM,3,N/A,28.56,B,6:13
N/A,Taylor,ZM,3,N/A,19.17,C,6:13
N/A,Taylor,ZM,3,N/A,19.47,D,6:13
N/A,Taylor,ZM,3,N/A,8.85,E,6:13
N/A,Taylor,ZM,3,N/A,19.28,F,6:13
N/A,Taylor,ZM,3,N/A,22.58,A,6:13
N/A,Taylor,ZM,3,N/A,29.07,B,6:13
N/A,Taylor,ZM,3,N/A,23.23,C,6:13
N/A,Taylor,ZM,3,N/A,19.1,D,6:13
N/A,Taylor,ZM,3,N/A,21.43,E,6:13
N/A,Taylor,ZM,4,N/A,16.37,A,6:13
N/A,Taylor,ZM,4,N/A,20.3,B,6:13
N/A,Taylor,ZM,4,N/A,21.03,C,6:13
N/A,Taylor,ZM,4,N/A,16.26,D,6:13
N/A,Taylor,ZM,4,N/A,21.56,E,6:13
N/A,Taylor,ZM,4,N/A,18.67,F,6:13
N/A,Taylor,ZM,4,N/A,24.28,A,6:13
N/A,Taylor,ZM,4,N/A,25.72,B,6:13
N/A,Taylor,ZM,4,N/A,19.57,C,6:13
N/A,Taylor,ZM,4,N/A,23.61,D,6:13
N/A,Taylor,ZM,4,N/A,24.02,E,6:13
N/A,Taylor,ZM,4,N/A,18.78,F,6:13
N/A,Taylor,ZM,5,N/A,23.17,A,6:13
N/A,Taylor,ZM,5,N/A,23.99,B,6:13
N/A,Taylor,ZM,5,N/A,28.53,C,6:13
N/A,Taylor,ZM,5,N/A,20.39,D,6:13
N/A,Taylor,ZM,5,N/A,21.08,E,6:13
N/A,Taylor,ZM,5,N/A,21.68,F,6:13
N/A,Taylor,ZM,5,N/A,24.62,A,6:13
N/A,Taylor,ZM,5,N/A,7.11,B,6:13
N/A,Taylor,ZM,5,N/A,24.63,C,6:13
N/A,Taylor,ZM,5,N/A,19.69,D,6:13
N/A,Taylor,ZM,5,N/A,19.68,E,6:13
N/A,Taylor,ZM,5,N/A,21.75,F,6:13
